Seed,LR_G,LR_D,k,stop_epochs,AUC
777,0.01,0.01,28,40,0.9160
777,0.01,0.001,28,40,0.9102
777,0.001,0.01,28,40,0.9043
777,0.001,0.001,28,40,0.9057
777,0.01,0.01,56,40,0.9149
777,0.01,0.001,56,40,0.9168
777,0.001,0.01,56,40,0.9079
777,0.001,0.001,56,40,0.9164
