Seed,LR_G,LR_D,k,stop_epochs,AUC
777,0.001,0.001,10,20,0.5840
777,0.001,0.001,10,30,0.5840
777,0.001,0.001,10,50,0.5840
777,0.001,0.001,25,20,0.4211
777,0.001,0.001,25,30,0.4375
777,0.001,0.001,25,50,0.4559
777,0.001,0.001,50,20,0.6639
777,0.001,0.001,50,30,0.6680
777,0.001,0.001,50,50,0.6721
777,0.001,0.001,75,20,0.6803
777,0.001,0.001,75,30,0.6814
777,0.001,0.001,75,50,0.6988
777,0.001,0.001,100,20,0.5154
777,0.001,0.001,100,30,0.5184
777,0.001,0.001,100,50,0.5369
