Seed,LR_G,LR_D,k,stop_epochs,AUC
Seed,LR_G,LR_D,k,stop_epochs,AUC
777,0.001,0.01,32,30,0.7582
45116,0.001,0.01,32,30,0.6988
Seed,LR_G,LR_D,k,stop_epochs,AUC
777,0.001,0.01,32,30,0.7582
45116,0.001,0.01,32,30,0.6988
4403,0.001,0.01,32,30,0.7193
92879,0.001,0.01,32,30,0.7439
34770,0.001,0.01,32,30,0.7459
