Seed,LR_G,LR_D,k,stop_epochs,AUC
777,0.01,0.01,28,40,0.8743
777,0.01,0.001,28,40,0.8774
777,0.001,0.01,28,40,0.8801
777,0.001,0.001,28,40,0.8836
777,0.01,0.01,56,40,0.8664
777,0.01,0.001,56,40,0.8877
