Seed,LR_G,LR_D,k,stop_epochs,AUC
Seed,LR_G,LR_D,k,stop_epochs,AUC
777,0.001,0.01,8,30,0.8244
45116,0.001,0.01,8,30,0.8026
Seed,LR_G,LR_D,k,stop_epochs,AUC
777,0.001,0.01,8,30,0.8244
Seed,LR_G,LR_D,k,stop_epochs,AUC
Seed,LR_G,LR_D,k,stop_epochs,AUC
777,0.001,0.01,8,30,0.8244
45116,0.001,0.01,8,30,0.8026
Seed,LR_G,LR_D,k,stop_epochs,AUC
777,0.001,0.01,8,30,0.8244
45116,0.001,0.01,8,30,0.8026
Seed,LR_G,LR_D,k,stop_epochs,AUC
777,0.001,0.01,8,30,0.8244
45116,0.001,0.01,8,30,0.8026
