Seed,LR_G,LR_D,k,stop_epochs,AUC
777,0.01,0.01,28,40,0.6834
777,0.01,0.001,28,40,0.6738
777,0.001,0.01,28,40,0.6916
777,0.001,0.001,28,40,0.6972
777,0.01,0.01,56,40,0.6826
777,0.01,0.001,56,40,0.6877
777,0.001,0.01,56,40,0.6900
777,0.001,0.001,56,40,0.7017
