Seed,LR_G,LR_D,k,stop_epochs,AUC
777,0.001,0.01,32,40,0.7510
777,0.001,0.001,32,40,0.8012
777,0.001,0.01,259,40,0.7500
777,0.001,0.001,259,40,0.8115
