Seed,LR_G,LR_D,k,stop_epochs,AUC
777,0.001,0.01,14,30,0.7752
45116,0.001,0.01,14,30,0.7497
Seed,LR_G,LR_D,k,stop_epochs,AUC
777,0.001,0.01,14,30,0.7752
45116,0.001,0.01,14,30,0.7497
4403,0.001,0.01,14,30,0.7644
92879,0.001,0.01,14,30,0.7554
34770,0.001,0.01,14,30,0.7708
