Seed,LR_G,LR_D,k,stop_epochs,AUC
777,0.001,0.01,78,40,0.7111
777,0.001,0.001,78,40,0.7077
Seed,LR_G,LR_D,k,stop_epochs,AUC
777,0.001,0.01,78,40,0.7111
777,0.001,0.001,78,40,0.7077
