Seed,LR_G,LR_D,k,stop_epochs,AUC
777,0.001,0.01,32,30,0.7736
45116,0.001,0.01,32,30,0.7357
4403,0.001,0.01,32,30,0.6752
92879,0.001,0.01,32,30,0.7459
34770,0.001,0.01,32,30,0.6219
