Seed,LR_G,LR_D,k,stop_epochs,AUC
777,0.001,0.01,8,30,0.6954
45116,0.001,0.01,8,30,0.5655
4403,0.001,0.01,8,30,0.6937
92879,0.001,0.01,8,30,0.5499
34770,0.001,0.01,8,30,0.6608
