Seed,LOF_AUC,KNN_AUC,MO_GAAL_AUC,AnoGAN_AUC
111.0,0.7295081967213115,0.7264344262295082,0.399077868852459,0.5327868852459016
222.0,0.7295081967213115,0.7264344262295082,0.5061475409836065,0.5348360655737705
333.0,0.7295081967213115,0.7264344262295082,0.4866803278688525,0.8114754098360655
444.0,0.7295081967213115,0.7264344262295082,0.4170081967213115,0.757172131147541
555.0,0.7295081967213115,0.7264344262295082,0.3473360655737705,0.2930327868852459
666.0,0.7295081967213115,0.7264344262295082,0.5,0.548155737704918
777.0,0.7295081967213115,0.7264344262295082,0.38217213114754095,0.540983606557377
888.0,0.7295081967213115,0.7264344262295082,0.4830942622950819,0.423155737704918
999.0,0.7295081967213115,0.7264344262295082,0.5102459016393442,0.4887295081967213
1110.0,0.7295081967213115,0.7264344262295082,0.5225409836065574,0.5256147540983607
