Seed,LR_G,LR_D,k,stop_epochs,AUC
777,0.01,0.01,28,40,0.8347
777,0.01,0.001,28,40,0.9192
777,0.001,0.01,28,40,0.8151
777,0.001,0.001,28,40,0.9187
777,0.01,0.01,56,40,0.8380
777,0.01,0.001,56,40,0.9193
