Seed,LR_G,LR_D,k,stop_epochs,AUC
777,0.001,0.01,14,30,0.3899
45116,0.001,0.01,14,30,0.4905
4403,0.001,0.01,14,30,0.7970
92879,0.001,0.01,14,30,0.4040
34770,0.001,0.01,14,30,0.4627
