Seed,LR_G,LR_D,k,stop_epochs,AUC
777,0.001,0.01,56,30,0.6860
45116,0.001,0.01,56,30,0.7253
4403,0.001,0.01,56,30,0.7221
92879,0.001,0.01,56,30,0.6473
34770,0.001,0.01,56,30,0.7585
