Seed,LR_G,LR_D,k,stop_epochs,AUC
777,0.01,0.01,28,40,0.9700
777,0.01,0.001,28,40,0.9712
777,0.001,0.01,28,40,0.9650
777,0.001,0.001,28,40,0.9707
777,0.01,0.01,56,40,0.9703
777,0.01,0.001,56,40,0.9742
777,0.001,0.01,56,40,0.9634
777,0.001,0.001,56,40,0.9739
